9.6572,-11.761,-2.0556,-8.8306,18.41,-3.4042,-12.212,-11.397,-11.595,4.8355,4.4514,-8.447,-3.0621,-8.982,10.234,-1.5106,-7.4146,-7.8713,-9.4511,3.2193,-3.0982,-4.1992,-9.0176,-5.9485,5.165,-6.4616,-8.0495,-12.108,-9.7911,-1.789,-5.5534,-6.3658,-8.0191,-6.4637,2.4014,-6.8746,-6.7044,-11.859,-7.5493,3.801,-12.702,-11.587,-16.342,-10.541,-33.009,-9.5048,-16,-13.528,-12.107,1.8322,-6.8167,-10.475,-12.816,-9.1741,3.9608,-1.045,-2.7887,-2.1522,-0.98701,4.3022,-9.6317,-17.808,-14.301,-13.261,3.4645,-1.29,-5.835,-7.4304,-7.4345,8.2047,4.1552,-6.1319,-3.4238,-4.0937,10.085,7.0738,1.282,3.6043,5.2184,11.854,18.318,-0.41255,9.3718,-0.79065,26.535,7.4781,-8.5529,0.80935,-8.3979,12.241,-1.3725,-11.262,-7.1989,-13.848,2.3633,-5.1404,-12.005,-9.8292,-14.971,-0.50203,3.917,-2.3317,1.3576,-6.5058,7.266,-4.874,-12.374,-8.316,-15.69,-0.77731,1.7132,-3.7629,-0.659,-9.659,6.3808,-5.8012,-9.5286,-9.2122,-11.517,1.6102,-3.0864,-13.309,-6.7491,-16.399,1.5703,-3.9899,-12.443,-7.796,-14.611,1.716,2.8737,3.8445,1.2686,-3.3217,5.8499,-0.19661,-4.0569,-4.6351,-4.2238,3.5917,0,1
8.0166,102.42,-2.0344,-0.32267,11.691,13.295,51.503,1.2749,2.5143,19.087,10.886,70.871,-4.0286,-0.65602,17.439,14.834,42.44,-4.9189,-1.8838,21.762,11.554,23.577,0.57707,1.893,16.841,19.25,34.214,-2.9484,0.88322,29.842,2.8805,13.78,-0.9451,3.1412,6.6822,13.084,19.561,-0.39397,2.4613,18.591,17.538,13.865,-8.3468,-7.5172,47.5,1.6856,1.4909,-8.1042,-5.2219,4.8065,10.83,6.39,-6.0494,-2.3295,17.416,3.7255,6.1527,-0.64799,1.5265,4.8938,1.5948,-6.2987,-11.809,-9.8609,6.8063,15.548,10.576,0.56476,3.2109,21.02,12.681,6.5659,2.7074,1.8405,17.479,8.0715,2.4949,-0.7834,-0.70813,10.74,9.1843,124.5,-1.2861,-0.98992,14.898,13.575,59.987,-0.37512,-1.696,24.011,16.353,50.899,-2.3885,1.0035,26.887,17.769,32.375,-3.6015,0.2104,29.356,15.085,34.228,3.1662,2.5123,24.502,18.01,30.174,3.3064,5.347,28.118,13.737,21.081,5.7662,3.3387,17.423,16.684,17.57,0.58477,3.9253,26.362,7.1851,8.1356,-2.6892,-5.3456,15.876,8.0751,3.6245,-4.2751,-5.2835,18.537,13.196,18.554,8.2577,3.9896,17.263,9.5706,9.7721,4.3106,1.3845,14.974,0,1
-4.7621,12.221,7.1646,12.663,-1.0799,-1.1622,17.658,9.5045,13.741,3.5703,-6.4288,24.386,10.014,20.251,1.9158,-10.992,23.119,4.3222,15.121,-1.1798,-7.6322,6.9068,-0.1044,2.9281,-4.9988,-11.723,21.208,1.1811,9.4768,-5.5184,-3.386,6.3816,-0.66783,1.8284,-3.2109,-9.0498,11.192,0.31696,4.0693,-5.2811,-1.2116,15.094,-5.7577,-11.469,1.3206,-4.228,7.1878,-0.22691,1.785,-2.1399,-12.624,11.024,-3.9135,-0.42702,-9.2191,4.2765,15.265,6.278,9.5066,6.4376,-6.6511,6.0263,-4.7385,-3.4851,-3.5931,-8.4714,13.231,-1.4026,0.061948,-5.9254,-2.8271,12.325,-0.1537,0.2972,4.0034,1.202,9.2714,-0.17617,0.92705,9.0342,-3.9267,13.35,7.7949,14.046,-1.8052,-5.9214,17.768,7.6241,15.699,-3.5514,-5.0774,34.465,12.873,26.422,3.5697,-12.034,26.384,3.7337,14.478,-4.8491,-1.9148,30.283,11.765,20.939,1.8065,-1.8862,37.612,12.79,22.175,3.1988,-4.5192,17.707,3.7185,9.2646,0.28901,-10.261,18.165,0.10561,3.244,-7.3051,-10.145,12.627,-1.7313,2.4247,-4.1138,-9.9918,12.27,-2.578,0.093198,-4.982,0.059503,17.192,4.7862,7.6217,5.2512,3.7021,22.77,7.8902,8.0491,9.6359,1,0
-10.432,71.075,-5.5919,80.332,-10.718,-10.255,23.941,-6.3139,31.308,-9.8965,-9.0426,41.041,-1.6315,51.548,-8.2133,-11.469,20.621,-2.3293,28.197,-10.122,-7.6988,9.9595,-2.5492,13.723,-5.7538,-17.234,6.5297,-7.0063,15.975,-13.451,-2.0607,3.7786,0.73071,6.3841,-2.3357,-11.922,0.87669,-5.0028,8.2617,-7.3831,-22.639,3.3257,-9.6032,19.877,-13.792,1.7911,10.423,6.6255,13.977,6.1238,-10.9,3.8137,-1.8548,11.752,-2.6399,2.4984,0.1756,2.4999,5.0643,6.1555,2.5923,9.8014,6.3363,15.542,11.668,-6.1732,10.581,0.93829,16.143,3.3615,0.67132,8.177,2.856,13.898,7.0345,6.9917,6.4488,6.5002,12.18,9.8674,-5.335,96.588,2.4831,104.82,-4.748,-5.8367,43.005,0.79319,50.308,-2.3953,-12.241,17.54,-4.5079,29.255,-10.503,-7.1733,20.56,2.8612,27.597,-4.1417,-7.7975,15.366,-0.72975,24.517,-4.286,-8.6856,8.2383,-1.8535,16.683,-2.496,-4.1238,9.6295,-0.70768,14.646,-1.6235,-4.8841,18.421,5.2853,22.782,3.0884,1.3857,24.265,8.5248,25.281,6.1698,-2.0687,16.934,4.0249,19.624,6.0239,-3.3477,2.4728,-1.5787,8.4407,0.23304,0.48159,6.1035,1.1423,12.464,5.1639,1,0
-0.24051,83.785,-6.1851,-9.6063,1.8236,-1.5997,16.652,-7.7865,-17.242,3.6707,-0.69973,37.233,-9.1288,-16.207,2.9136,1.3913,11.989,-7.5976,-14.788,9.045,4.7431,5.7056,0.13635,-7.6819,9.2219,2.7671,3.5635,-4.2279,-11.14,11.937,8.4289,7.0077,5.5309,-0.21807,9.6981,5.2627,0.90454,-1.1746,-8.0965,11.145,-0.51144,1.2142,0.15361,0.47881,3.7581,11.174,6.177,5.9791,0.79957,13.388,11.467,6.3013,3.6682,-0.20544,13.042,3.5101,-1.4287,-1.18,-2.9873,5.1551,18.36,15.832,10.507,8.7028,19.309,9.4931,2.6218,-0.83174,-3.3796,7.5195,7.7431,1.3633,-2.4908,-0.77623,8.2656,9.5449,3.6662,0.636,5.6042,13.827,4.3956,110.46,-4.7434,-8.7464,3.0295,10.032,47.254,0.57146,-3.8155,9.8503,0.53604,13.036,-9.3976,-16.874,6.7023,2.9288,5.0373,-6.3076,-13.3,9.2496,1.0722,4.8754,-11.244,-15.9,2.0255,-0.80393,-6.0832,-12.195,-19.071,2.3861,1.846,0.0035457,-8.1319,-10.832,-1.2592,4.6334,-0.49785,-4.7282,-9.3351,6.0284,11.095,12.645,2.0034,-0.47244,10.264,11.342,12.445,2.8634,2.0484,11.995,1.1491,-0.71275,-8.1681,-7.0447,0.61814,0.48586,-2.8062,-7.3696,-2.0006,2.0399,0,1
-11.449,48.079,-16.242,-19.747,-13.477,-2.052,22.561,-6.6741,-9.3835,-3.8849,-8.5412,24.169,-14.448,-18.966,-11.471,-2.3693,6.4108,-12.228,-17.656,-4.7892,2.4148,5.2491,-4.4075,-9.2768,0.26547,-0.021041,1.7239,-8.7122,-14.119,-1.5708,5.0182,4.5702,1.6559,-1.894,2.7836,4.8159,2.2773,-3.5376,-9.3617,3.0129,-7.0856,-4.2163,-6.2395,-5.4213,4.1901,3.5759,-1.0814,-3.6688,-8.4364,2.4113,3.8791,4.4935,-0.33391,-5.203,4.2596,1.3983,-1.0864,-2.6152,-3.5987,2.2487,5.6494,2.9184,-0.38639,-3.0672,8.2793,-1.0994,-3.633,-5.2578,-9.9807,6.4863,-1.2536,1.8406,-3.5287,-3.7324,6.308,1.1067,2.7198,-0.56455,1.5697,5.1324,-13.257,65.954,-15.753,-19.092,-15.782,-7.1426,21.923,-12.075,-16.108,-9.5742,-4.8837,10.22,-12.011,-17.35,-8.008,-5.9813,-3.9938,-13.568,-19.41,-5.9235,-4.2564,4.4853,-10.142,-14.799,-4.9642,-1.223,0.47691,-7.0672,-12.623,1.7505,-0.028716,3.1657,-5.4432,-6.9903,1.8043,-3.5924,-5.299,-8.61,-13.683,1.4779,0.35101,-0.20325,-4.9165,-9.6451,6.1017,0.68343,4.0688,-2.5181,-5.8135,8.7582,-3.3742,-1.1549,-6.9059,-8.825,2.3491,-8.8701,-3.6904,-7.8112,-8.5639,-1.2995,0,1
-18.37,118.22,-11.41,-10.077,-18.826,-12.464,53.782,-5.6448,-3.5747,-14.478,-17.584,75.62,-7.2729,-4.2964,-18.464,-19.495,35.76,-12.633,-10.914,-21.611,-9.8472,20.324,-7.0544,-6.7112,-11.989,-17.217,23.418,-12.176,-11.267,-18.914,-7.8521,3.973,-8.5657,-8.4401,-7.5825,-11.019,12.73,-7.5188,-8.1924,-11.806,-22.489,7.443,-19.156,-20.265,-15.902,-7.3213,3.6677,-7.659,-8.9696,-5.7723,-8.9878,15.369,-4.0726,-1.8966,-7.8422,-2.5924,3.0632,-3.3532,-2.2919,-1.5405,-8.4388,-3.1405,-11.188,-11.182,-7.9118,-8.873,6.5903,-5.0765,-1.7526,-6.3364,-3.1611,5.2657,-2.6452,0.56332,-1.7394,-1.3174,0.60941,-5.2694,-2.1621,-1.7306,-16.612,153.67,-9.1985,-4.4632,-15.021,-19.09,56.971,-13.007,-8.0932,-15.822,-18.068,42.4,-9.6153,-5.0436,-17.476,-22.04,16.293,-16.561,-11.008,-18.635,-13.989,25.493,-7.261,0.0475,-8.0686,-12.96,20.872,-5.4212,3.3968,-7.5043,-12.262,9.0836,-7.1386,1.839,-4.8965,-15.01,6.5479,-8.2336,-2.3514,-9.1882,-14.154,1.3141,-10.024,-1.1017,-6.1785,-11.655,-0.31502,-9.2527,-1.2401,-2.6295,-3.4088,14.884,0.62432,12.14,2.1716,-4.9399,4.8453,-4.6877,4.6604,-0.42559,1,0
-24.856,117.27,-20.49,-15.931,-22.292,-16.529,45.316,-15.54,-12.938,-10.825,-29.665,64.397,-24.497,-20.417,-29.042,-24.695,34.489,-22.867,-18.27,-23.176,-11.757,16.503,-10.739,-9.2973,-4.8843,-25.974,11.871,-26.438,-20.456,-20.619,-3.4213,9.2657,-3.2672,-4.0058,1.1894,-14.636,6.9199,-15.737,-14.483,-9.2218,-43.234,-2.4668,-31.079,-17.202,-16.109,-5.2128,2.6889,-7.4711,-9.7583,-0.091726,-19.722,-2.6569,-21.804,-20.577,-15.188,-0.44539,5.2178,-2.7762,-4.756,2.0826,-9.7164,-4.2429,-13.319,-17.451,-4.8091,-15.557,-0.23374,-18.049,-16.793,-10.622,-10.823,-3.5931,-14.955,-17.677,-6.8991,-6.7811,-4.3305,-12.567,-18.196,-6.1208,-31.074,139.21,-25.744,-22.293,-35.984,-26.472,43.775,-23.07,-21.051,-31.701,-26.558,30.586,-24.146,-18.966,-27.498,-27.719,10.659,-27.061,-21.34,-24.356,-16.006,12.179,-15.044,-12.416,-19.84,-17.41,9.0542,-16.368,-13.666,-15.788,-12.971,1.1925,-13.55,-11.104,-14.739,-20.423,0.70387,-21.666,-18.823,-16.654,-20.727,-8.7254,-22.677,-20.157,-19.648,-19.954,-10.19,-23.053,-22.419,-16.351,-10.752,-1.6553,-13.216,-9.5183,-11.609,-10.43,2.395,-11.811,-10.659,-10.65,1,0
3.9932,32.746,5.0501,165.29,5.6676,4.5419,16.98,-7.1161,68.198,9.6128,9.2814,4.7732,-4.3512,85.129,6.9707,10.532,1.2738,-11.819,40.205,14.578,5.4424,4.3508,-10.271,22.931,10.49,11.437,-5.7013,-14.752,19.867,17.842,3.788,0.57217,-6.3274,7.8854,6.2839,11.772,0.90379,-8.0741,15.526,14.341,15.143,-5.5129,0.061605,21.47,16.384,7.4233,1.1099,-4.2751,8.9638,7.5054,17.495,-6.0102,-2.9708,7.156,15.026,7.2622,7.9926,1.3066,6.9807,5.9657,12.547,-0.57751,-1.8421,7.1329,10.092,22.546,-1.3611,5.1181,7.0974,14.624,18.58,2.8712,6.7123,7.5337,10.383,7.8726,1.1347,-0.5571,0.887,3.7342,12.648,24.21,13.395,189.91,4.8292,18.719,5.5673,9.4423,74.858,9.0777,16.987,-4.4622,-4.2403,41.051,12.417,20.586,-5.5163,-1.894,20.66,14.781,18.431,-0.26884,8.4155,25.418,8.2966,18.993,-7.9157,3.3189,10.781,10.117,14.939,-1.0436,11.161,6.6222,5.6801,24.355,-0.49035,7.5529,11.537,17.408,19.491,-0.85101,8.8218,6.9208,9.9848,20.198,-6.5503,5.8441,2.8618,11.134,11.912,-8.7858,3.799,-2.298,3.9393,16.826,7.4636,11.166,10.863,10.274,0,1
-1.8106,150.63,-6.5159,-13.155,-3.6005,-5.2472,55.742,-10.967,-18.066,-3.9626,-4.1255,84.452,-8.0516,-10.482,-3.2566,-11.571,29.099,-21.536,-25.465,-6.6419,-5.973,15.658,-11.787,-18.499,-3.5111,-12.817,15.311,-21.88,-19.881,-9.758,0.19517,6.6998,-5.1118,-13.02,1.2535,-9.0488,5.2008,-14.605,-17.407,-5.8041,-14.75,8.5399,-22.4,-6.5452,-30.359,4.1464,13.639,-1.0995,-6.3359,4.8481,-7.2966,2.1833,-8.1474,-5.2252,-7.2046,1.8902,-0.32662,-4.2671,-9.9293,2.8086,2.4421,4.9622,-3.1817,-5.8639,0.2317,0.90962,3.0895,0.20301,3.2559,-1.643,5.6495,2.9602,2.8966,6.0157,2.685,7.3828,4.017,2.8925,5.5025,4.5015,-1.8246,181.32,-0.69251,-0.28073,-2.4976,1.3162,79.503,9.0234,12.423,-0.31122,-8.3145,39.224,-7.9039,-6.8068,-5.1931,-7.0415,26.937,-2.2739,3.5683,-5.0974,-4.3789,28.904,6.1846,10.837,-7.4828,-9.0618,10.742,-0.63046,3.9663,-11.518,-2.0649,13.684,9.7699,16.415,-7.9168,-3.2745,8.2332,2.0026,7.5819,-5.8071,5.5507,25.838,17.933,25.064,2.663,-0.079718,11.245,7.6707,12.044,-2.2302,-3.2598,5.4146,6.1623,14.069,-6.5078,0.78416,3.0871,4.388,11.172,-2.5887,1,0
